# File: gdp_iam_compact.csv
# Title: GCAM iam compact GDP
# Units: 2017 GDP|PPP international dollars
# Source: hamonization exercise for iam compact project (2023)
# Column types: cnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn 
# ----------
iso,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
BIH,27883343576,28541995320,29984310048,31141229920,33089789980,34491344090,36454307280,38633964336,40795010812,40462180128,40772624512,41142938400,40852072695,41812516581,42292540006,44116954818,45547342805,47024941440,48825527552,50234561394,48719767723,52320679679,54308471401,55394185352,57055538320,58766663410,60529160120,62344453422,64214186624,66237938215.6551,68232218011.6538,70307333267.5426,72426967523.4457,74582649721.3993,76702076882.1791,78752747644.0055,80779891866.6984,82745276764.4909,84673425005.0308,86630913561.5207,88599501171.7682,90265136311.4767,91942834521.775,93642715030.5114,95371782329.8406,97134080698.5787,98631731654.4909,100072267913.785,101476280880.556,102898097181.581,104294289243.887,105536858255.556,106747827232.848,108000860059.88,109265449677.525,110519465659.684,111909205902.249,113296187252.813,114688959909.744,116074710564.182,117426844463.926,118583304044.965,119772985180.356,120978949905.792,122202188767.231,123493057620.916,124095895395.484,124729574472.526,125578551750.402,126594380356.376,127408876740.274,127890636934.504,128255740152.473,128619561741.229,129187068309.659,129959537133.416,130296009528.514,130682489799.239,131080911460.173,131460349637.822,131837177620.114,132027840728.86,132231712251.814,132365540887.703,132434508339.086,132464078237.233,132651277011.515,132879340850.483,133089231231.034,133385028387.96,133750476677.212,134008108654.595,134244091339.2,134474682495.269,134710150529.294,135055260521.025,135438737889.763,135959421540.929,136605079103.399,137290110727.407,137986748827.441
BLR,80496033390,84293144169,88548530400,94776502656,105618174467,115600933373,127161761760,138144094503,152282629148,152538314018,164444093216,173143897600,175964076717,177656045420,180651612792,173733397356,169328331972,173630158260,179078601344,181668891873,180446724600,184548617000,175795237254,177053751304,179158482840,181004028960,182371683472,183515751267,184882534176,189702117297.926,194426379684.918,199488249689.717,204468336547.86,208982972771.489,213233820497.236,217457248278.638,221357315388.032,225270161866.036,229305449365.487,233490911698.671,237918774027.185,241455983600.186,245021911238.767,248577323149.341,252070388843.938,255373667049.271,258277985785.789,261183468003.411,264190713857.736,267212843618.562,270171508986.613,273138293049.606,276065160929.996,278927697784.806,281671135785.883,284451449666.805,288128734507.218,291794915012.521,295105845986.29,298394493001.878,301778919857.006,305520513082.354,309075892240.291,312875534853.64,316791746898.293,321030127658.937,324314538302.79,327956980650.496,331854490139.746,336075932061.857,340648813741.526,344216237414.909,347955150423.33,351769419217.039,355333360940.877,358876618685.151,361843674206.896,364940640033.416,368109888674.651,371202064577.924,374209552450.699,377887952426.592,381404886924.099,384585865687.486,387584827578.25,390350123587.461,393819867559.696,397262796176.706,400396167575.827,403424322874.612,406478754618.584,409378772944.297,412596771014.316,416866002163.705,421804217722.946,426940078058.589,431561485910.662,436265121100.886,440974512237.612,445724253995.973,450597505570.01
BLZ,2094535250,2196754688,2313344055,2521940636,2639251932,2709112636,2823913179,2919746661,2874865581,2859652215,2892232014,2892187124,3006257023,3143079450,3269940371,3376368352,3383553978,3326365904,3363591924,3509516040,3039731144,3504392500,3907954934,4024447988,4104760320,4185073193,4265385678,4354621640,4443858180,4614467939.67987,4785930194.71743,4990656194.94348,5195947907.89328,5402350656.7689,5609719117.02918,5805541210.67015,6040482145.67557,6277591407.69965,6514519478.63419,6752267773.26518,6989828068.8005,7269605964.76036,7549202269.84513,7829214915.8385,8107711899.62156,8384612097.34596,8704171299.53104,9023635976.88987,9343081627.14989,9662287718.31575,9981623054.59978,10345327830.6451,10707865512.8779,11070180773.1921,11431365619.0603,11790360613.6786,12204313336.142,12615227461.1644,13023425290.5672,13428729384.6327,13831125078.5494,14279740225.8718,14723955840.1845,15164759335.77,15599759088.7409,16031641288.8932,16509118478.7182,16979901089.8842,17446013960.9176,17906400228.061,18361949084.7137,18857151644.2059,19348908083.2129,19835300192.5771,20313328075.742,20785498478.2553,21301270747.3385,21814638687.28,22327391222.1567,22839119415.7571,23348086430.1454,23913984987.6832,24478073370.188,25043310647.0933,25611174148.9969,26179975378.0939,26811346079.0883,27433816582.183,28046294574.7018,28647361837.8671,29241371438.2225,29885406709.3265,30522611110.3461,31153373052.9033,31772972946.0613,32434376097.2613,33158085800.6653,33868910609.3251,34577988211.4465,35281390450.1026,35979902341.752
BOL,45589364130,46356991570,47509227500,48797361360,50833821770,53081406950,55627721550,58166786650,61743171200,63815886540,66449391920,69907486190,73488343050,78482615730,82768214320,86788414320,90489011410,94285213950,98267466570,100445760730,91668927670,97266054800,100378569720,102185376180,104126902100,106313562900,108649426340,111147430214,113704632414,119578653979.015,125460865544.867,132354716300.797,139259118916.632,146168827405.62,153072267874.854,159980264391.596,168252821288.87,176543885235.421,184848348041.249,193151035551.765,201473101711.288,211497723866.931,221553632427.263,231610645314.854,241655648539.801,251692221427.269,263674122761.142,275671343814.229,287694363648.652,299703733283.664,311683097674.823,325601230991.8,339541470404.217,353444610793.426,367328447058.776,381155165342.672,397050100086.965,412913857837.492,428773778893.296,444560927048.141,460282396978.705,477998564090.696,495655998487.58,513173062036.954,530602037706.462,547974450497.388,567769357078.919,587515422345.125,607262451778.744,627057817412.983,646842024941.797,668656083979.487,690458851299.74,712280088410.606,734044245046.674,755738134630.926,779741700794.765,803856922747.314,827972647974.613,852085046378.603,876178057894.377,901588687936.854,926782305586.584,951951163608.809,977047571004.228,1002106332958.29,1028411905724.26,1054662871380.89,1080941858867.9,1107169315023.48,1133334902362.5,1161242509359.34,1189134899698.99,1217010444990.42,1244775001846.23,1272536301992.01,1301749106869.87,1330885115914.61,1359989970526.36,1389036976660.98,1418007162251.19
BRA,2027735750802,2055918683709,2118692095510,2142866545776,2266292941305,2338862671956,2431526155248,2579116701326,2710505820870,2707094047275,2910892560673,3026581153804,3084726364200,3177418347096,3193431143188,3080198933448,2979293851983,3018706527570,3072551409445,3110057917680,3008150891196,3158223777490,3249831530217,3279590386146,3328343906895,3392173068216,3459697184344,3529402891328,3600525803371,3676814938130.81,3753657111539.25,3830843195493.94,3905379818553.3,3980980039385.65,4057416262254.46,4132730772358.76,4206706502715.83,4280895122362.45,4355000467366.61,4429251865500.14,4503630740921.8,4578297801040.83,4653167909160.04,4727451621246.13,4801185718370.68,4873548819552.96,4944737493264.19,5014262394604.8,5082315581895.51,5149256575194.31,5215880187291.27,5281658367871.34,5346612381819.37,5410826397795.96,5474279298229.85,5537619167869.65,5600606682071.45,5662859310002.18,5724303858400.4,5784958197449.8,5845271227633.38,5926755359733.21,6008154470069.6,6089299982236.43,6170940578774.99,6252219236356.32,6333666035695.26,6415087679784.38,6497271341602.46,6578189390265.92,6658015784345,6747582004131.71,6836497653045.45,6925097410411.54,7013615358640.14,7102787385272.29,7195027452720.39,7288699975384.45,7385244737482.41,7485193304184.74,7584708570936.99,7668419939544.53,7753606793444.31,7840496835164.33,7928592825135.41,8016717102712.54,8106326289767.69,8195788381531.41,8286224639203.41,8376986123488.47,8465101484270.18,8556011295639.95,8652980932089.35,8746609458792.27,8838838810054.25,8935527274731.11,9037950733621.48,9141594956744.12,9247166809444.48,9354319084307.88,9462503466216.17
BRB,4117774590,4022690396,4042671497,4133812480,4194543444,4362166584,4608937575,4708531296,4738501054,4495563020,4406927000,4376753154,4357298748,4296933047,4278235803,4385513800,4498005660,4523865918,4486110772,4466938889,3876012000,3872296261,4248747372,4461041000,4637002647,4771115896,4868500816,4970268289,5074103664,5155991136.30349,5232806799.84419,5317924343.17953,5402790770.8932,5486629200.08061,5573092673.939,5654352364.38215,5742282830.24752,5832400966.69561,5925096153.71882,6017108384.56935,6108703764.19334,6199919239.9446,6292868453.30953,6388671281.80746,6488697773.99429,6587564362.11802,6684617253.42699,6778413008.26755,6870817994.31259,6969091871.4944,7069636957.95069,7161811114.14434,7258764033.90242,7356623757.02832,7455499966.92367,7553935289.53126,7662498634.74749,7768473894.758,7865474937.78143,7961183979.53285,8062879208.83463,8170790844.90465,8282756568.19125,8401345738.56595,8521724979.83165,8633258310.99648,8752103424.76188,8869163847.75309,8991296043.4881,9124355658.30526,9264313793.55167,9392161821.67185,9517579580.88949,9641473242.3768,9763704418.52715,9882435126.54528,9963441921.3666,10044969382.4698,10132390668.7777,10222903990.0665,10315611941.5362,10419812722.2556,10524499499.5282,10618923920.8721,10702374059.4352,10806236639.6698,10914947177.5568,11027740145.6604,11144727636.0775,11264100119.3131,11385718007.9741,11510090657.627,11635446323.9269,11761720500.8974,11888255874.3473,12015287984.5015,12133703309.9141,12252469386.3911,12373105596.5031,12495589943.3514,12620083412.3857
BRN,23009962300,23638120884,24534463920,25225109240,25360016704,25515631338,26637033510,26641443000,26124892125,25657153500,26344549764,27291008217,27587088627,26960493261,26329734504,26171925904,25535799810,25866697848,25928278465,26906751553,27224078154,26796202524,26390897546,27252067362,28201567784,29083733042,29770011856,30727939008,31679042965,32333355005.0801,32969893106.1568,33714704171.6746,34430473975.0597,35115007008.9583,35764479011.6128,36376496739.3164,37069091693.1137,37731064227.5393,38367633332.1789,38974846782.1828,39556747852.6378,40168107259.957,40753261184.7007,41306944441.517,41828246559.6209,42315612991.438,42903062595.0532,43467910942.0397,44012601431.0129,44537293089.7247,45040989422.4739,45626745893.2619,46196831188.3195,46743063474.4252,47261104030.6458,47749891109.9118,48293347356.2081,48818907117.3978,49332385616.5152,49830027754.2942,50307985017.7539,50799302487.8868,51277051541.4797,51744606435.5256,52215130640.72,52691498698.1832,53146232077.3631,53611513341.3108,54083967814.021,54546520446.9311,54994968580.4184,55394476529.8796,55781163459.7682,56160323799.9935,56533082257.8391,56866883085.9025,57229422874.0553,57600563471.1554,57968015133.1431,58342338200.9325,58723009257.3205,59165238151.8448,59611512932.1798,60061252115.3265,60497472162.2296,60916476657.4906,61315480926.5307,61695826215.7465,62053861944.0319,62404318090.4125,62755360038.4661,63116808325.3992,63498039616.7747,63901849551.0421,64322235625.6759,64770285212.9838,65229720634.5866,65701868359.1748,66191924600.8491,66703455830.2268,67223696263.8422
BTN,2287562850,2445113720,2678707500,2930120018,3132439808,3341062608,3578212300,4039473890,4482854355,4742704380,5191557148,5701891050,6069387978,6292098576,6536793900,6943484191,7460066444,7932741824,8238237210,8602120620,8397028355,8125562760,8473604040,8865807457,9173627725,9663534502,10361447240,10766992597,11188193485,11811218731.9534,12413931471.8044,13107104272.0095,13789701823.1148,14454555105.5705,15093488115.9652,15706885671.4712,16436283626.5028,17149416187.3082,17846339799.2883,18527564003.0239,19191697914.2229,19991397247.8975,20771300650.4332,21533956203.2275,22279596521.5762,23010010140.8475,23843479585.3307,24661037232.2545,25459588544.6766,26237168576.6168,26988899013.0678,27850666039.0865,28680362044.1509,29472893020.9632,30228113554.4068,30946001757.7411,31781627272.5132,32588376345.4705,33364072602.5184,34100550087.9948,34793231470.4903,35546334639.526,36249740243.8746,36899140021.1547,37493281037.452,38039422037.8603,38591682956.8102,39114909182.0251,39618967077.8616,40111746933.2295,40602221674.0692,41075767211.8025,41553641117.8147,42032926983.3717,42498599943.1732,42944811857.5925,43369337004.5502,43772844605.2862,44153466060.4215,44516966782.9172,44869272654.7062,45202801776.6069,45551842211.5592,45915259540.5844,46277813082.171,46626346840.0423,46983626308.5008,47321476382.8475,47644491676.5376,47977719615.2891,48344636665.0526,48783194596.2141,49208253973.1735,49648479494.2338,50141544431.2925,50682480598.2905,51211337250.6217,51737019113.8484,52262470371.1432,52781903608.9907,53297030748.5075
BWA,19594985839,20055723606,21544254150,22708349370,23022850565,24171171816,25631057025,27111906493,27988817193,24033878685,26470852132,28276035634,28222686900,31358396406,33143514720,31538632720,33806516688,35205568746,36672060531,37794987500,34487286004,38577122356,41051739460,42596649332,44407611312,46176652242,48023384078,49931352653,51904130938,53993085843.0159,56095155831.7715,58198864430.807,60318856864.9317,62444002378.0276,64580624483.7535,66719544941.3347,68977468106.5679,71217289407.2453,73439682295.5301,75640796161.7616,77820498029.8829,80103197428.2694,82366815686.3149,84612948637.17,86836861193.4812,89045090227.7757,91374618190.3258,93683103083.8133,95969082515.5122,98231425549.1551,100459380002.119,102893772637.071,105290330954.7,107644132119.71,109965638862.056,112253343979.22,114825516297.238,117362231564.491,119879227045.919,122379307476.705,124858845793.517,127626294218.548,130367656983.697,133107299904.288,135842891089.382,138562531526.074,141438467173.707,144303686592.504,147140483731.235,149960614946.547,152771929768.06,155633103447.797,158502248302.176,161376374677.332,164218201651.75,167025705387.46,169869238064.104,172683427465.511,175483391432.907,178257213474.175,180981376435.429,183894537722.49,186765965660.621,189625822727.994,192464304983.379,195287047280.363,198241826449.747,201187339258.223,204120628349.409,207059926498.953,209985884166.743,212991187406.093,215997670564.855,219017658067.184,222026491631.545,225047518856.447,228089497728.686,231173373443.979,234284307736.114,237432936890.717,240627410753.329
CAF,4160198520,4269060016,4358110106,4260767760,4256698842,4381119504,4589161920,4774383393,4898906595,5036495058,5270138100,5491553166,5768605452,3669297536,3672247104,3831567498,4013547878,4195265568,4355515028,4484883845,4527912480,4572416760,4589712144,4705087898,4883037265,5068003960,5260159386,5453990612,5636553234,6031200442.66874,6432027582.37003,6925608560.34884,7434283759.58684,7960715355.33843,8504307137.50093,9065299432.68925,9803543270.52023,10572732791.4546,11362225038.1732,12179283389.2073,13023987249.7223,14122266566.541,15260655421.2372,16437502852.9294,17652116598.1025,18903029108.1134,20504740638.9466,22153730212.9343,23847682050.9076,25587598035.4632,27370510895.0527,29619236971.6069,31916858579.2999,34265574625.6658,36660556247.0331,39093390915.2935,42143378900.898,45260407580.8956,48434719830.9963,51667528837.3622,54957726132.5299,59005180968.7435,63133839584.7877,67337541850.4662,71615918785.1965,75959770886.0683,81187540234.518,86505210667.2839,91917971105.0615,97406001995.6433,102973369308.58,109608275602.839,116341750600.852,123149920182.104,130042888191.208,136977067049.776,145155750403.928,153443926043.994,161811163512.946,170271683758.075,178822161573.147,188709584253.896,198731961584.301,208829090020.524,218985776251.183,229230742515.809,241036408204.614,252939073507.185,264966271407.422,277100576326.659,289362467170.248,303337595413.604,317416183333.119,331574655885.634,345782758757.33,360048783385.036,376033227197.103,392050794784.168,408195562983.258,424402931995.586,440684319164.858
